Order_Month,customerNumber,country,productLine,productName,Purchase_count,Total_Spent
November,386,Italy,"Classic Cars","1970 Triumph Spitfire",1,5067
November,424,USA,"Classic Cars","1970 Triumph Spitfire",1,5067
November,385,Philippines,"Classic Cars","1976 Ford Gran Torino",1,5058
September,131,USA,"Classic Cars","1970 Triumph Spitfire",1,5056
November,363,USA,"Classic Cars","1956 Porsche 356A Coupe",1,5055
April,177,Japan,"Classic Cars","1995 Honda Civic",1,5053
August,298,Switzerland,"Classic Cars","1999 Indy 500 Monte Carlo SS",1,5053
November,462,USA,"Classic Cars","1993 Mazda RX-7",1,5049
December,151,USA,"Vintage Cars","1917 Grand Touring Sedan",1,5049
November,121,Norway,"Classic Cars","1992 Porsche Cayenne Turbo Silver",1,5048
September,448,Sweden,"Trucks and Buses","1958 Setra Bus",1,5043
January,347,USA,"Classic Cars","1972 Alfa Romeo GTA",1,5039
December,151,USA,"Classic Cars","2002 Chevy Corvette",1,5037
September,186,Finland,Motorcycles,"1997 BMW R 1100 S",1,5032
November,242,France,"Vintage Cars","1941 Chevrolet Special Deluxe Cabriolet",1,5031
November,114,Australia,"Classic Cars","1992 Ferrari 360 Spider red",1,5030
April,201,UK,Motorcycles,"1997 BMW R 1100 S",1,5029
January,121,Norway,"Classic Cars","1962 LanciaA Delta 16V",1,5026
May,412,"New Zealand",Motorcycles,"1974 Ducati 350 Mk3 Desmo",1,5000
October,141,Spain,"Classic Cars","1952 Citroen-15CV",1,5000
January,458,Spain,"Vintage Cars","1917 Grand Touring Sedan",1,4998
May,119,France,"Classic Cars","1962 LanciaA Delta 16V",1,4997
November,320,USA,"Classic Cars","1970 Triumph Spitfire",1,4985
June,323,"New Zealand","Classic Cars","2002 Chevy Corvette",1,4985
November,144,Sweden,"Trucks and Buses","1940s Ford truck",1,4984
October,321,USA,Motorcycles,"2002 Suzuki XREO",1,4980
January,311,Finland,"Vintage Cars","1941 Chevrolet Special Deluxe Cabriolet",1,4976
March,124,USA,"Trucks and Buses","1940 Ford Pickup Truck",1,4974
November,144,Sweden,"Trucks and Buses","1964 Mercedes Tour Bus",1,4968
April,177,Japan,"Classic Cars","1948 Porsche Type 356 Roadster",1,4966
December,323,"New Zealand",Motorcycles,"2002 Suzuki XREO",1,4955
August,298,Switzerland,"Classic Cars","1956 Porsche 356A Coupe",1,4954
October,286,USA,"Classic Cars","1962 LanciaA Delta 16V",1,4940
November,144,Sweden,"Trucks and Buses","1962 Volkswagen Microbus",1,4938
November,144,Sweden,Ships,"18th century schooner",1,4938
August,298,Switzerland,"Classic Cars","1992 Ferrari 360 Spider red",1,4938
October,141,Spain,"Classic Cars","1999 Indy 500 Monte Carlo SS",1,4938
March,124,USA,Ships,"18th century schooner",1,4938
November,496,"New Zealand",Planes,"1928 British Royal Navy Airplane",1,4937
July,496,"New Zealand","Vintage Cars","1917 Grand Touring Sedan",1,4937
February,333,Australia,Planes,"1928 British Royal Navy Airplane",1,4933
October,187,UK,"Classic Cars","1969 Corvair Monza",1,4931
June,141,Spain,"Vintage Cars","1903 Ford Model A",1,4928
May,382,Austria,"Classic Cars","1948 Porsche Type 356 Roadster",1,4921
November,276,Australia,"Classic Cars","1976 Ford Gran Torino",1,4921
March,124,USA,"Trucks and Buses","1940s Ford truck",1,4915
August,204,USA,"Classic Cars","1968 Dodge Charger",1,4912
February,141,Spain,"Classic Cars","1952 Citroen-15CV",1,4909
November,382,Austria,"Classic Cars","1968 Dodge Charger",1,4909
November,129,USA,"Classic Cars","1952 Alpine Renault 1300",1,4903
November,276,Australia,"Classic Cars","1968 Ford Mustang",1,4903
May,233,Canada,"Trucks and Buses","1940s Ford truck",1,4901
July,119,France,Planes,"ATA: B757-300",1,4898
August,334,Finland,"Classic Cars","1992 Ferrari 360 Spider red",1,4894
November,324,UK,"Trucks and Buses","1964 Mercedes Tour Bus",1,4890
April,148,Singapore,Ships,"18th century schooner",1,4887
December,323,"New Zealand","Classic Cars","1968 Ford Mustang",1,4886
October,256,France,"Trucks and Buses","1940 Ford Pickup Truck",1,4884
February,124,USA,"Classic Cars","1969 Ford Falcon",1,4883
November,333,Australia,"Trucks and Buses","1958 Setra Bus",1,4878
May,282,Australia,"Vintage Cars","1932 Alfa Romeo 8C2300 Spider Sport",1,4859
October,452,Austria,"Trucks and Buses","1940s Ford truck",1,4849
August,334,Finland,"Trucks and Buses","1964 Mercedes Tour Bus",1,4845
November,324,UK,"Trucks and Buses","1940s Ford truck",1,4837
November,320,USA,"Classic Cars","1969 Corvair Monza",1,4836
February,278,Italy,Planes,"1980s Black Hawk Helicopter",1,4825
March,448,Sweden,"Classic Cars","1969 Dodge Charger",1,4817
December,151,USA,"Classic Cars","1993 Mazda RX-7",1,4815
September,379,USA,"Classic Cars","1976 Ford Gran Torino",1,4786
December,151,USA,"Classic Cars","1970 Triumph Spitfire",1,4786
October,227,Denmark,"Classic Cars","1948 Porsche Type 356 Roadster",1,4781
November,398,Japan,Ships,"HMS Bounty",1,4780
February,141,Spain,"Vintage Cars","1932 Model A Ford J-Coupe",1,4780
September,186,Finland,Motorcycles,"2003 Harley-Davidson Eagle Drag Bike",1,4774
April,357,"New Zealand","Vintage Cars","1936 Chrysler Airflow",1,4772
January,334,Finland,"Classic Cars","1969 Dodge Charger",1,4767
January,475,USA,"Vintage Cars","1913 Ford Model T Speedster",1,4766
October,259,Germany,"Classic Cars","1993 Mazda RX-7",1,4766
January,398,Japan,"Classic Cars","1969 Ford Falcon",1,4765
November,319,USA,"Trucks and Buses","Diamond T620 Semi-Skirted Tanker",1,4764
December,250,France,"Vintage Cars","1928 Mercedes-Benz SSK",1,4759
November,114,Australia,"Classic Cars","1993 Mazda RX-7",1,4756
March,448,Sweden,"Classic Cars","1968 Ford Mustang",1,4755
November,187,UK,"Classic Cars","1952 Citroen-15CV",1,4754
November,114,Australia,"Trucks and Buses","1940 Ford Pickup Truck",1,4753
December,282,Australia,Planes,"ATA: B757-300",1,4751
November,114,Australia,"Classic Cars","1957 Corvette Convertible",1,4750
February,298,Switzerland,"Classic Cars","1957 Corvette Convertible",1,4739
December,151,USA,"Classic Cars","1952 Citroen-15CV",1,4735
May,233,Canada,"Classic Cars","1952 Alpine Renault 1300",1,4732
December,447,USA,Planes,"ATA: B757-300",1,4727
November,146,France,"Trucks and Buses","1958 Setra Bus",1,4726
November,114,Australia,"Classic Cars","1956 Porsche 356A Coupe",1,4718
November,398,Japan,Motorcycles,"1996 Moto Guzzi 1100i",1,4710
November,339,USA,"Trucks and Buses","1958 Setra Bus",1,4707
November,171,France,Motorcycles,"1997 BMW R 1100 S",1,4706
November,233,Canada,"Classic Cars","1993 Mazda RX-7",1,4706
May,114,Australia,"Vintage Cars","1928 Mercedes-Benz SSK",1,4705
October,201,UK,"Classic Cars","1952 Citroen-15CV",1,4703
May,112,USA,"Vintage Cars","1932 Model A Ford J-Coupe",1,4699
January,141,Spain,"Classic Cars","1999 Indy 500 Monte Carlo SS",1,4699
July,314,Belgium,"Vintage Cars","1903 Ford Model A",1,4699
December,495,USA,"Trucks and Buses","1964 Mercedes Tour Bus",1,4697
March,240,UK,Trains,"Collectable Wooden Train",1,4695
October,121,Norway,Motorcycles,"1974 Ducati 350 Mk3 Desmo",1,4694
April,424,USA,"Classic Cars","1992 Porsche Cayenne Turbo Silver",1,4684
March,276,Australia,"Classic Cars","1952 Alpine Renault 1300",1,4680
November,124,USA,"Classic Cars","2002 Chevy Corvette",1,4670
May,362,USA,"Vintage Cars","1904 Buick Runabout",1,4669
January,124,USA,"Trucks and Buses","Diamond T620 Semi-Skirted Tanker",1,4667
September,448,Sweden,"Vintage Cars","1913 Ford Model T Speedster",1,4666
October,347,USA,"Classic Cars","1969 Dodge Charger",1,4664
May,157,USA,"Vintage Cars","1937 Lincoln Berline",1,4663
February,131,USA,Motorcycles,"2003 Harley-Davidson Eagle Drag Bike",1,4654
July,282,Australia,"Classic Cars","1982 Camaro Z28",1,4653
September,131,USA,"Trucks and Buses","Diamond T620 Semi-Skirted Tanker",1,4651
May,362,USA,Ships,"18th century schooner",1,4650
September,448,Sweden,"Trucks and Buses","1940s Ford truck",1,4649
December,151,USA,"Classic Cars","1948 Porsche Type 356 Roadster",1,4648
January,146,France,Trains,"Collectable Wooden Train",1,4647
November,484,Spain,"Classic Cars","1992 Ferrari 360 Spider red",1,4647
November,320,USA,Trains,"Collectable Wooden Train",1,4645
January,334,Finland,Motorcycles,"1997 BMW F650 ST",1,4645
August,298,Switzerland,"Classic Cars","1993 Mazda RX-7",1,4642
June,398,Japan,"Trucks and Buses","1940 Ford Pickup Truck",1,4640
January,141,Spain,"Classic Cars","2002 Chevy Corvette",1,4630
August,260,Canada,"Vintage Cars","1941 Chevrolet Special Deluxe Cabriolet",1,4627
March,141,Spain,"Classic Cars","1970 Triumph Spitfire",1,4623
October,286,USA,"Trucks and Buses","Diamond T620 Semi-Skirted Tanker",1,4618
January,475,USA,"Trucks and Buses","1940 Ford Pickup Truck",1,4616
September,311,Finland,"Trucks and Buses","1962 Volkswagen Microbus",1,4616
January,311,Finland,"Classic Cars","1972 Alfa Romeo GTA",1,4614
November,333,Australia,"Vintage Cars","1913 Ford Model T Speedster",1,4614
June,450,USA,"Vintage Cars","1913 Ford Model T Speedster",1,4610
December,124,USA,"Vintage Cars","18th Century Vintage Horse Carriage",1,4608
September,276,Australia,"Classic Cars","1992 Ferrari 360 Spider red",1,4606
December,141,Spain,"Classic Cars","1971 Alpine Renault 1600s",2,4603
November,157,USA,Motorcycles,"1996 Moto Guzzi 1100i",1,4603
November,187,UK,"Vintage Cars","1932 Alfa Romeo 8C2300 Spider Sport",1,4602
November,175,USA,"Classic Cars","1965 Aston Martin DB5",1,4599
November,167,"Norway  ",Motorcycles,"1969 Harley Davidson Ultimate Chopper",1,4594
August,286,USA,Planes,"ATA: B757-300",1,4592
June,175,USA,Motorcycles,"1997 BMW R 1100 S",1,4591
October,256,France,"Trucks and Buses","1958 Setra Bus",1,4584
November,175,USA,"Classic Cars","1999 Indy 500 Monte Carlo SS",1,4582
August,112,USA,"Classic Cars","1999 Indy 500 Monte Carlo SS",1,4582
July,382,Austria,"Vintage Cars","1936 Chrysler Airflow",1,4581
July,412,"New Zealand","Vintage Cars","1937 Lincoln Berline",1,4581
December,353,France,"Trucks and Buses","Diamond T620 Semi-Skirted Tanker",1,4579
February,239,USA,"Classic Cars","2002 Chevy Corvette",1,4574
August,141,Spain,"Classic Cars","2002 Chevy Corvette",1,4574
November,486,USA,"Classic Cars","1992 Ferrari 360 Spider red",1,4572
October,347,USA,"Classic Cars","1956 Porsche 356A Coupe",1,4571
October,321,USA,"Classic Cars","1957 Corvette Convertible",1,4571
May,455,USA,"Trucks and Buses","1958 Setra Bus",1,4570
January,141,Spain,"Trucks and Buses","1957 Chevy Pickup",1,4567
May,328,USA,Motorcycles,"1997 BMW R 1100 S",1,4564
January,161,USA,Motorcycles,"1997 BMW R 1100 S",1,4564
October,161,USA,Planes,"1928 British Royal Navy Airplane",1,4557
January,406,France,Motorcycles,"2002 Suzuki XREO",1,4555
November,128,Germany,"Trucks and Buses","1940s Ford truck",1,4552
March,124,USA,"Classic Cars","1982 Camaro Z28",1,4552
February,487,USA,"Trucks and Buses","1957 Chevy Pickup",1,4550
March,124,USA,Motorcycles,"1974 Ducati 350 Mk3 Desmo",1,4546
May,382,Austria,"Classic Cars","1995 Honda Civic",1,4546
February,189,Ireland,"Classic Cars","1969 Corvair Monza",1,4532
May,334,Finland,"Classic Cars","1969 Ford Falcon",1,4531
January,141,Spain,"Classic Cars","1970 Triumph Spitfire",1,4530
December,151,USA,"Classic Cars","1965 Aston Martin DB5",1,4530
November,489,UK,"Vintage Cars","1941 Chevrolet Special Deluxe Cabriolet",1,4529
January,276,Australia,"Classic Cars","1992 Ferrari 360 Spider red",1,4527
March,250,France,"Trucks and Buses","Diamond T620 Semi-Skirted Tanker",1,4526
April,145,Denmark,"Classic Cars","1968 Ford Mustang",1,4522
October,256,France,"Vintage Cars","1913 Ford Model T Speedster",1,4520
July,161,USA,"Trucks and Buses","1958 Setra Bus",1,4518
July,386,Italy,"Classic Cars","1969 Dodge Charger",1,4514
February,166,Singapore,"Trucks and Buses","1940s Ford truck",1,4509
February,186,Finland,"Classic Cars","1995 Honda Civic",1,4506
February,333,Australia,Motorcycles,"1996 Moto Guzzi 1100i",1,4499
January,276,Australia,"Classic Cars","1962 LanciaA Delta 16V",1,4499
March,124,USA,"Classic Cars","1995 Honda Civic",1,4498
November,216,Spain,Planes,"America West Airlines B757-200",1,4497
August,286,USA,Motorcycles,"2003 Harley-Davidson Eagle Drag Bike",1,4497
June,201,UK,"Classic Cars","1956 Porsche 356A Coupe",1,4491
November,157,USA,Motorcycles,"1997 BMW R 1100 S",1,4490
December,211,"Hong Kong",Planes,"ATA: B757-300",1,4489
February,124,USA,"Trucks and Buses","1940s Ford truck",1,4486
February,189,Ireland,"Classic Cars","1969 Ford Falcon",1,4485
June,201,UK,"Classic Cars","1969 Dodge Charger",1,4485
November,216,Spain,Ships,"18th century schooner",1,4484
March,276,Australia,"Classic Cars","1962 LanciaA Delta 16V",1,4483
January,205,USA,"Vintage Cars","1928 Mercedes-Benz SSK",1,4482
November,233,Canada,"Classic Cars","1995 Honda Civic",1,4481
May,119,France,"Trucks and Buses","1964 Mercedes Tour Bus",1,4477
December,151,USA,"Trucks and Buses","1964 Mercedes Tour Bus",1,4477
September,141,Spain,Ships,"18th century schooner",1,4473
March,128,Germany,"Classic Cars","1992 Porsche Cayenne Turbo Silver",1,4471
January,141,Spain,"Classic Cars","1969 Corvair Monza",1,4469
May,382,Austria,"Classic Cars","1993 Mazda RX-7",1,4464
August,205,USA,Motorcycles,"1997 BMW R 1100 S",1,4458
October,424,USA,"Classic Cars","1952 Alpine Renault 1300",1,4455
August,124,USA,Trains,"1962 City of Detroit Streetcar",2,4443
November,452,Austria,"Classic Cars","1956 Porsche 356A Coupe",1,4440
May,458,Spain,"Trucks and Buses","1940 Ford Pickup Truck",1,4433
October,347,USA,"Classic Cars","1968 Dodge Charger",1,4430
November,211,"Hong Kong",Planes,"1928 British Royal Navy Airplane",1,4429
November,276,Australia,Motorcycles,"2002 Suzuki XREO",1,4428
May,233,Canada,"Trucks and Buses","1958 Setra Bus",1,4428
May,471,Australia,"Vintage Cars","1941 Chevrolet Special Deluxe Cabriolet",1,4427
September,204,USA,Ships,"The Queen Mary",1,4424
October,339,USA,"Vintage Cars","1941 Chevrolet Special Deluxe Cabriolet",1,4421
June,233,Canada,Ships,"The Queen Mary",1,4420
June,166,Singapore,"Trucks and Buses","1940s Ford truck",1,4418
October,124,USA,"Vintage Cars","1937 Lincoln Berline",1,4418
February,314,Belgium,"Vintage Cars","1903 Ford Model A",1,4417
August,124,USA,Trains,"1950's Chicago Surface Lines Streetcar",2,4415
April,209,France,"Classic Cars","1948 Porsche 356-A Roadster",1,4415
October,321,USA,Motorcycles,"1997 BMW R 1100 S",1,4413
January,177,Japan,Planes,"1980s Black Hawk Helicopter",1,4400
April,450,USA,Planes,"1980s Black Hawk Helicopter",1,4397
April,323,"New Zealand","Classic Cars","1968 Dodge Charger",1,4393
February,321,USA,"Classic Cars","1972 Alfa Romeo GTA",1,4393
November,489,UK,Planes,"1980s Black Hawk Helicopter",1,4390
October,227,Denmark,"Classic Cars","1965 Aston Martin DB5",1,4388
April,357,"New Zealand","Vintage Cars","1913 Ford Model T Speedster",1,4381
September,148,Singapore,"Vintage Cars","1913 Ford Model T Speedster",1,4381
November,129,USA,"Vintage Cars","1917 Maxwell Touring Car",1,4381
November,259,Germany,"Classic Cars","1957 Corvette Convertible",1,4381
November,486,USA,"Classic Cars","1965 Aston Martin DB5",1,4380
April,450,USA,"Classic Cars","2002 Chevy Corvette",1,4374
November,278,Italy,"Vintage Cars","1937 Lincoln Berline",1,4374
March,187,UK,"Classic Cars","1965 Aston Martin DB5",1,4374
May,112,USA,"Classic Cars","2002 Chevy Corvette",1,4374
April,496,"New Zealand",Motorcycles,"1960 BSA Gold Star DBD34",1,4374
November,324,UK,"Classic Cars","1992 Ferrari 360 Spider red",1,4371
May,458,Spain,"Classic Cars","1982 Camaro Z28",1,4370
December,124,USA,"Trucks and Buses","1940 Ford Pickup Truck",1,4368
August,249,Italy,"Vintage Cars","1937 Lincoln Berline",1,4366
September,487,USA,"Vintage Cars","1937 Lincoln Berline",1,4366
January,475,USA,"Vintage Cars","18th Century Vintage Horse Carriage",1,4361
February,186,Finland,"Classic Cars","1993 Mazda RX-7",1,4360
September,141,Spain,Ships,"The Titanic",1,4358
May,362,USA,"Vintage Cars","1912 Ford Model T Delivery Wagon",1,4355
August,124,USA,"Trucks and Buses","Diamond T620 Semi-Skirted Tanker",1,4354
July,242,France,"Classic Cars","1995 Honda Civic",1,4353
July,496,"New Zealand","Vintage Cars","1932 Model A Ford J-Coupe",1,4348
January,128,Germany,"Vintage Cars","1928 Mercedes-Benz SSK",1,4344
June,201,UK,"Classic Cars","1948 Porsche Type 356 Roadster",1,4336
March,385,Philippines,"Classic Cars","1968 Dodge Charger",1,4334
May,450,USA,Planes,"ATA: B757-300",1,4333
March,353,France,Planes,"1928 British Royal Navy Airplane",1,4329
November,172,France,"Classic Cars","1982 Camaro Z28",1,4327
November,363,USA,"Vintage Cars","18th Century Vintage Horse Carriage",1,4323
October,227,Denmark,"Trucks and Buses","1957 Chevy Pickup",1,4320
April,172,France,"Trucks and Buses","1940s Ford truck",1,4319
June,201,UK,"Classic Cars","1995 Honda Civic",1,4319
December,151,USA,"Classic Cars","1969 Ford Falcon",1,4319
March,353,France,Planes,"1980s Black Hawk Helicopter",1,4319
March,276,Australia,"Trucks and Buses","1958 Setra Bus",1,4317
August,299,"Norway  ",Planes,"America West Airlines B757-200",1,4308
January,146,France,Ships,"18th century schooner",1,4301
October,321,USA,"Vintage Cars","1932 Model A Ford J-Coupe",1,4300
December,198,USA,Planes,"America West Airlines B757-200",1,4300
October,141,Spain,"Classic Cars","1948 Porsche Type 356 Roadster",1,4295
February,141,Spain,"Classic Cars","1948 Porsche Type 356 Roadster",1,4295
October,202,Canada,"Trucks and Buses","1962 Volkswagen Microbus",1,4294
April,114,Australia,Planes,"American Airlines: B767-300",1,4293
June,166,Singapore,"Trucks and Buses","1980â€™s GM Manhattan Express",1,4291
November,114,Australia,"Vintage Cars","18th Century Vintage Horse Carriage",1,4288
November,363,USA,"Classic Cars","2002 Chevy Corvette",1,4285
May,131,USA,"Vintage Cars","1903 Ford Model A",1,4284
February,333,Australia,Motorcycles,"1997 BMW R 1100 S",1,4283
March,124,USA,"Vintage Cars","1903 Ford Model A",1,4282
June,175,USA,Motorcycles,"1996 Moto Guzzi 1100i",1,4282
November,131,USA,Motorcycles,"2003 Harley-Davidson Eagle Drag Bike",1,4280
May,386,Italy,Planes,"1928 British Royal Navy Airplane",1,4269
February,141,Spain,"Classic Cars","1956 Porsche 356A Coupe",1,4264
October,286,USA,"Classic Cars","1992 Porsche Cayenne Turbo Silver",1,4258
March,146,France,"Vintage Cars","1928 Mercedes-Benz SSK",1,4257
February,298,Switzerland,"Classic Cars","1968 Ford Mustang",1,4255
September,448,Sweden,"Classic Cars","1962 LanciaA Delta 16V",1,4255
June,201,UK,"Classic Cars","1999 Indy 500 Monte Carlo SS",1,4249
November,167,"Norway  ",Motorcycles,"1996 Moto Guzzi 1100i",1,4248
November,455,USA,Ships,"The Mayflower",1,4244
October,286,USA,"Trucks and Buses","1964 Mercedes Tour Bus",1,4242
October,299,"Norway  ","Classic Cars","1993 Mazda RX-7",1,4242
October,124,USA,"Vintage Cars","1936 Chrysler Airflow",1,4242
October,148,Singapore,Trains,"Collectable Wooden Train",1,4236
July,151,USA,"Classic Cars","2002 Chevy Corvette",1,4236
April,450,USA,"Classic Cars","1957 Ford Thunderbird",1,4233
November,240,UK,"Vintage Cars","1941 Chevrolet Special Deluxe Cabriolet",1,4230
March,124,USA,"Classic Cars","1993 Mazda RX-7",1,4229
September,131,USA,"Trucks and Buses","1964 Mercedes Tour Bus",1,4227
October,227,Denmark,"Classic Cars","1992 Porsche Cayenne Turbo Silver",1,4225
June,323,"New Zealand","Vintage Cars","1932 Model A Ford J-Coupe",1,4222
February,124,USA,"Vintage Cars","1917 Maxwell Touring Car",1,4216
